Species	Molecular weight	Collision diameter	kb* inverse  Collision energy (k/eps)
c3ket13	0.09	5.009e-10	0.002154243860405
c7h132-7	0.097	5.89e-10	0.0017919862375457
c7h131-3	0.097	5.89e-10	0.0017919862375457
c7h14-1	0.098	6.173e-10	0.00218435998252512
kes1	0.098	5.643e-10	0.00186057934719713
c6h11o1-4	0.099	5.674e-10	0.00184672206832872
c4h8coch3-4	0.099	5.625e-10	0.00187152714743704
ic4h9coch2	0.099	6.02e-10	0.00198530871550526
c7h15-2d	0.099	5.99e-10	0.00182865502422968
c6h11o1-5	0.099	5.674e-10	0.00184672206832872
c6h12o1-2	0.1	5.643e-10	0.00186057934719713
c5h91o2-3	0.101	5.33e-10	0.00222380359366661
c5h81ooh3-4	0.101	5.33e-10	0.00222380359366661
c5h9ooh1-5	0.102	5.68e-10	0.00183963869496031
c5h10ooh2-3	0.103	5.664e-10	0.00191131498470948
ch3choococh3	0.103	5.698e-10	0.00182961859770712
nc4ket24	0.104	5.778e-10	0.00210084033613445
io2c4h8oh	0.105	5.2e-10	0.00201612903225806
c8h15-1-2	0.111	6.24e-10	0.00167768345468577
c8h16-2-2	0.112	6.24e-10	0.00167768345468577
c8h17-2	0.113	6.27e-10	0.00163174727498205
c3coc3h6p	0.113	5.625e-10	0.00187152714743704
ic4h9coc2h4p	0.113	5.99e-10	0.00182865502422968
c7h14o4-5-2	0.114	5.99e-10	0.00182865502422968
c7h14o1-3	0.114	6.297e-10	0.00195503421309873
c7h14o2-5-2	0.114	5.99e-10	0.00182865502422968
c7h14o1-4-2	0.114	5.99e-10	0.00182865502422968
c6h113o2-2	0.115	5.943e-10	0.00169879368660314
c6h102ooh6-5	0.115	5.96e-10	0.00169037416432127
c6h102ooh6-4	0.115	5.96e-10	0.00169037416432127
c6h102ooh4-6	0.115	5.96e-10	0.00169037416432127
c6h111o2-3	0.115	5.943e-10	0.00169879368660314
c6h113o2h-2	0.116	5.96e-10	0.00169037416432127
c6h112o2h-6	0.116	5.96e-10	0.00169037416432127
nc5d1ket45	0.116	5.504e-10	0.00258732212160414
c6h12ooh1-2	0.117	5.943e-10	0.00169879368660314
c6h12ooh3-5	0.117	5.943e-10	0.00169879368660314
nc5ket32	0.118	6.174e-10	0.00202101859337106
c6h13o2h-2	0.118	5.96e-10	0.00169037416432127
ic4h8ooh-io2	0.121	6.009e-10	0.00166645002816301
c9h17-1-2	0.125	6.4e-10	0.00153176888671037
c9h18-5-2	0.126	6.4e-10	0.00153176888671037
c9h18-2-2	0.126	6.4e-10	0.00153176888671037
ic4h9coc3h6p	0.127	6.24e-10	0.00167771160137572
ic6h13coch2	0.127	6.24e-10	0.00167771160137572
c9h19-3	0.127	6.49e-10	0.00151768098345728
c8o2-5	0.128	6.27e-10	0.00163174727498205
c8o1-2	0.128	6.27e-10	0.00163174727498205
c8h16o2-5-2	0.128	6.24e-10	0.00167768345468577
c8h16o4-5-2	0.128	6.24e-10	0.00167768345468577
c8h17o-3-2	0.129	6.24e-10	0.00167768345468577
nc6d2ket45	0.13	6.548e-10	0.00214132762312634
nc6d1ket45	0.13	6.548e-10	0.00214132762312634
nc6d1ket64	0.13	6.548e-10	0.00214132762312634
c7ooh1-2d	0.131	5.99e-10	0.00182865502422968
c7h15oo-2-2	0.131	5.99e-10	0.00182865502422968
c7h14ooh2-1	0.131	6.317e-10	0.0017825311942959
c7h14ooh3-6	0.131	6.317e-10	0.0017825311942959
c7ooh3-2a	0.131	5.99e-10	0.00182865502422968
c7h14ooh3-7	0.131	6.317e-10	0.0017825311942959
c7ooh3-2d	0.131	5.99e-10	0.00182865502422968
nc6ket14	0.132	6.548e-10	0.00214132762312634
c7h15ooh-3-2	0.132	5.99e-10	0.00182865502422968
nc6ket21	0.132	6.548e-10	0.00214132762312634
c5h81ooh5-4o2	0.133	5.33e-10	0.00222380359366661
c5h10ooh2-4o2	0.135	5.664e-10	0.00191131498470948
c10h19-1-2	0.139	6.4e-10	0.00153176888671037
c10h20-1-2	0.14	6.4e-10	0.00153176888671037
c7h15chco	0.14	6.24e-10	0.00187090739008419
c10h21-2f	0.141	6.4e-10	0.00153176888671037
c10h21-1	0.141	6.69e-10	0.00141860069227714
nc7h15coch2	0.141	6.68e-10	0.00145749223885383
c9o2-5	0.142	6.49e-10	0.00151768098345728
c9o1-2	0.142	6.49e-10	0.00151768098345728
c9h18o4-8-2	0.142	6.4e-10	0.00153176888671037
c9o3-4	0.142	6.49e-10	0.00151768098345728
c9h18o7-8-2	0.142	6.4e-10	0.00153176888671037
c9h19o-7-2	0.143	6.4e-10	0.00153176888671037
c9h19o-4-2	0.143	6.4e-10	0.00153176888671037
c8ooh5-2f	0.145	6.24e-10	0.00167768345468577
c8ooh2-2c	0.145	6.24e-10	0.00167768345468577
c8ooh5-2d	0.145	6.24e-10	0.00167768345468577
c8ooh3-6	0.145	6.27e-10	0.00163174727498205
c8h17oo-4-2	0.145	6.24e-10	0.00167768345468577
c8h17o2-1	0.145	6.27e-10	0.00163174727498205
c8ooh3-2b	0.145	6.24e-10	0.00167768345468577
c8ooh4-3	0.145	6.27e-10	0.00163174727498205
nc7ket12	0.146	6.506e-10	0.00172028212626871
c8h17ooh-4-2	0.146	6.24e-10	0.00167768345468577
c7ket1-1-2	0.146	5.99e-10	0.00182865502422968
c7ket4-2-2	0.146	5.99e-10	0.00182865502422968
c7ket3-4-2	0.146	5.99e-10	0.00182865502422968
c8ooh1-2	0.146	6.27e-10	0.00163174727498205
nc7ket21	0.146	6.506e-10	0.00172028212626871
c6h101ooh4-5o2	0.147	6.436e-10	0.00147677985199712
c6h102ooh5-6o2	0.147	6.436e-10	0.00147677985199712
c6h101ooh6-5o2	0.147	6.436e-10	0.00147677985199712
c6h12ooh3-5o2	0.149	6.436e-10	0.00147677985199712
c6h12ooh1-2o2	0.149	6.436e-10	0.00147677985199712
c11h22-4	0.154	6.73e-10	0.00133591610446864
c11h22-6-2	0.154	6.68e-10	0.00145747099632717
ic6h13coc3h6p	0.155	6.68e-10	0.00145749223885383
c11h23-3	0.155	6.8e-10	0.0013259082471493
c11h23-2h	0.155	6.68e-10	0.00145747099632717
c10o2-4	0.156	6.69e-10	0.00141860069227714
c10h20o3-5-2	0.156	6.4e-10	0.00153176888671037
c10h20o1-2-2	0.156	6.4e-10	0.00153176888671037
c10h20o3-4-2	0.156	6.4e-10	0.00153176888671037
ic9h19cho	0.156	6.68e-10	0.00145749223885383
c10h20o1-4-2	0.156	6.4e-10	0.00153176888671037
c10h21o-6-2	0.157	6.4e-10	0.00153176888671037
c10h21o-7-2	0.157	6.4e-10	0.00153176888671037
c9ooh3-5	0.159	6.49e-10	0.00151768098345728
c9ooh2-6	0.159	6.49e-10	0.00151768098345728
c9ooh7-2f	0.159	6.4e-10	0.00153176888671037
c9ooh5-1	0.159	6.49e-10	0.00151768098345728
c9ooh1-3	0.159	6.49e-10	0.00151768098345728
c9ooh1-4	0.159	6.49e-10	0.00151768098345728
c9ooh2-5	0.159	6.49e-10	0.00151768098345728
c9ooh3-2f	0.159	6.4e-10	0.00153176888671037
c9ooh1-2b	0.159	6.4e-10	0.00153176888671037
c9ooh4-2c	0.159	6.4e-10	0.00153176888671037
c8ket3-5-2	0.16	6.24e-10	0.00167768345468577
c8ket1-1-2	0.16	6.24e-10	0.00167768345468577
c9h19ooh-3-2	0.16	6.4e-10	0.00153176888671037
c8ket1-2-2	0.16	6.24e-10	0.00167768345468577
c9h19ooh-1-2	0.16	6.4e-10	0.00153176888671037
c9h19ooh-4-2	0.16	6.4e-10	0.00153176888671037
c8ket5-7-2	0.16	6.24e-10	0.00167768345468577
c8ket7-3-2	0.16	6.24e-10	0.00167768345468577
c8ket3-1-2	0.16	6.24e-10	0.00167768345468577
c7ooh5-oo1-2	0.163	5.99e-10	0.00182865502422968
c7ooh3-oo4-2	0.163	5.99e-10	0.00182865502422968
c7ooh6-oo2-2	0.163	5.99e-10	0.00182865502422968
c7h14ooh1-4o2	0.163	7.229e-10	0.00166500166500167
c7ooh2-oo4-2	0.163	5.99e-10	0.00182865502422968
c7h14ooh2-6o2	0.163	7.229e-10	0.00166500166500167
c12h24-3-2	0.168	7.12e-10	0.00119935714457051
c12h24-1-2	0.168	7.12e-10	0.00119935714457051
ic8h17coc2h4p	0.169	6.87e-10	0.0013674839662505
nc7h15coc3h6p	0.169	7.11e-10	0.00119937152931864
c12h25-2a	0.169	7.12e-10	0.00119935714457051
c12h25-4	0.169	7.06e-10	0.0012671701556085
c11h22o1-5-2	0.17	6.68e-10	0.00145747099632717
c11o3-6	0.17	6.8e-10	0.0013259082471493
c11o4-8	0.17	6.8e-10	0.0013259082471493
c11h22o5-6-2	0.17	6.68e-10	0.00145747099632717
c11h22o3-6-2	0.17	6.68e-10	0.00145747099632717
c11h22o1-4-2	0.17	6.68e-10	0.00145747099632717
c11h23o-6	0.171	6.8e-10	0.0013259082471493
c11h23o-2	0.171	6.8e-10	0.0013259082471493
c10ooh4-2e	0.173	6.4e-10	0.00153176888671037
c10ooh8-2d	0.173	6.4e-10	0.00153176888671037
c10ooh5-2i	0.173	6.4e-10	0.00153176888671037
c10ooh3-2e	0.173	6.4e-10	0.00153176888671037
c10ooh4-2b	0.173	6.4e-10	0.00153176888671037
c10h21oo-1-2	0.173	6.4e-10	0.00153176888671037
c10ooh6-2i	0.173	6.4e-10	0.00153176888671037
c10ooh3-5	0.173	6.69e-10	0.00141860069227714
c10ooh9-2h	0.173	6.4e-10	0.00153176888671037
c10ooh4-2g	0.173	6.4e-10	0.00153176888671037
c10ooh5-9	0.173	6.69e-10	0.00141860069227714
c10ooh2-6	0.173	6.69e-10	0.00141860069227714
c9ket8-7-2	0.174	6.4e-10	0.00153176888671037
c9ket4-7	0.174	6.49e-10	0.00151768098345728
c10h21o2h-5	0.174	6.69e-10	0.00141860069227714
c9ket4-1-2	0.174	6.4e-10	0.00153176888671037
c9ket2-5	0.174	6.49e-10	0.00151768098345728
c10h21ooh-7-2	0.174	6.4e-10	0.00153176888671037
c10h21ooh-3-2	0.174	6.4e-10	0.00153176888671037
c9ket1-5-2	0.174	6.4e-10	0.00153176888671037
c9ket4-6-2	0.174	6.4e-10	0.00153176888671037
c9ket3-4-2	0.174	6.4e-10	0.00153176888671037
c8ooh4-oo2-2	0.177	6.24e-10	0.00167768345468577
c8ooh2-4o2	0.177	6.27e-10	0.00163174727498205
c8ooh2-3o2	0.177	6.27e-10	0.00163174727498205
c8ooh3-6o2	0.177	6.27e-10	0.00163174727498205
c8ooh7-oo5-2	0.177	6.24e-10	0.00167768345468577
c8ooh5-oo7-2	0.177	6.24e-10	0.00167768345468577
c8ooh3-4o2	0.177	6.27e-10	0.00163174727498205
c8ooh1-oo4-2	0.177	6.24e-10	0.00167768345468577
nc10h21chco	0.182	7.24e-10	0.00113430127041742
c13h26-3-2	0.182	7.24e-10	0.00113428840416964
ic11h23co	0.183	7.11e-10	0.00119937152931864
ic8h17coc3h6p	0.183	7.11e-10	0.00119937152931864
c13h27-2g	0.183	7.24e-10	0.00113428840416964
c13h27-6	0.183	7.27e-10	0.00120989207762668
nc11h23cho	0.184	6.8e-10	0.0013259082471493
c12h24o5-6-2	0.184	7.12e-10	0.00119935714457051
c12o2-6	0.184	7.06e-10	0.0012671701556085
c12h24o1-2-2	0.184	7.12e-10	0.00119935714457051
ic11h23cho	0.184	7.11e-10	0.00119937152931864
c12h24o6-10-2	0.184	7.12e-10	0.00119935714457051
c13h28-2	0.184	7.24e-10	0.00113428840416964
c12o1-2	0.184	7.06e-10	0.0012671701556085
c12h25o-8-2	0.185	7.12e-10	0.00119935714457051
c12h25o-6-2	0.185	7.12e-10	0.00119935714457051
c11ooh8-2j	0.187	6.68e-10	0.00145747099632717
c11ooh3-4	0.187	6.8e-10	0.0013259082471493
c11ooh5-1	0.187	6.8e-10	0.0013259082471493
c11ooh4-2c	0.187	6.68e-10	0.00145747099632717
c11h23oo-7-2	0.187	6.68e-10	0.00145747099632717
c11ooh1-2b	0.187	6.68e-10	0.00145747099632717
c11h23o2-1	0.187	6.8e-10	0.0013259082471493
c11ooh1-3	0.187	6.8e-10	0.0013259082471493
c11ooh5-2d	0.187	6.68e-10	0.00145747099632717
c11ooh8-2e	0.187	6.68e-10	0.00145747099632717
c11ooh10-2f	0.187	6.68e-10	0.00145747099632717
c11ooh4-1	0.187	6.8e-10	0.0013259082471493
c11h23oo-9-2	0.187	6.68e-10	0.00145747099632717
c11h23ooh-10-2	0.188	6.68e-10	0.00145747099632717
c10ket2-6	0.188	6.69e-10	0.00141860069227714
c10ket1-5-2	0.188	6.4e-10	0.00153176888671037
c10ket4-6-2	0.188	6.4e-10	0.00153176888671037
c11ooh4-2	0.188	6.8e-10	0.0013259082471493
c10ket3-2-2	0.188	6.4e-10	0.00153176888671037
c10ket5-7-2	0.188	6.4e-10	0.00153176888671037
c10ket5-6	0.188	6.69e-10	0.00141860069227714
c10ket5-1	0.188	6.69e-10	0.00141860069227714
c11h23ooh-5-2	0.188	6.68e-10	0.00145747099632717
c10ket7-9-2	0.188	6.4e-10	0.00153176888671037
c10ket8-5-2	0.188	6.4e-10	0.00153176888671037
c9ooh7-oo6-2	0.191	6.4e-10	0.00153176888671037
c9ooh4-2o2	0.191	6.49e-10	0.00151768098345728
c9ooh2-oo6-2	0.191	6.4e-10	0.00153176888671037
c9ooh3-7o2	0.191	6.49e-10	0.00151768098345728
c9ooh4-oo2-2	0.191	6.4e-10	0.00153176888671037
c9ooh2-4o2	0.191	6.49e-10	0.00151768098345728
c9ooh4-oo5-2	0.191	6.4e-10	0.00153176888671037
c9ooh6-oo5-2	0.191	6.4e-10	0.00153176888671037
c9ooh4-3o2	0.191	6.49e-10	0.00151768098345728
c14h28-5	0.196	7.32e-10	0.00113779881441364
c14h28-2-2	0.196	7.36e-10	0.00107580093379521
c14h28-11-2	0.196	7.36e-10	0.00107580093379521
nc11h23coch2	0.197	7.35e-10	0.00107581250739621
c14h29-2g	0.197	7.36e-10	0.00107580093379521
c14h29-1	0.197	7.48e-10	0.00116661611330176
c14h29-5	0.197	7.48e-10	0.00116661611330176
c13h26o7-11-2	0.198	7.24e-10	0.00113428840416964
nc12h25cho	0.198	7.06e-10	0.0012671701556085
c13o2-4	0.198	7.27e-10	0.00120989207762668
c13o1-5	0.198	7.27e-10	0.00120989207762668
c13o3-6	0.198	7.27e-10	0.00120989207762668
c13h26o7-9-2	0.198	7.24e-10	0.00113428840416964
c13h26o11-12-2	0.198	7.24e-10	0.00113428840416964
c13o4-7	0.198	7.27e-10	0.00120989207762668
c13h27o-2-2	0.199	7.24e-10	0.00113428840416964
c13h27o-1-2	0.199	7.24e-10	0.00113428840416964
c12ooh3-6	0.201	7.06e-10	0.0012671701556085
c12ooh7-2k	0.201	7.12e-10	0.00119935714457051
c12ooh1-2a	0.201	7.12e-10	0.00119935714457051
c12h25o2-1	0.201	7.06e-10	0.0012671701556085
c12h25oo-11-2	0.201	7.12e-10	0.00119935714457051
c12ooh6-7	0.201	7.06e-10	0.0012671701556085
c12ooh2-2a	0.201	7.12e-10	0.00119935714457051
c12ooh3-2b	0.201	7.12e-10	0.00119935714457051
c12ooh9-2j	0.201	7.12e-10	0.00119935714457051
c12ooh11-2i	0.201	7.12e-10	0.00119935714457051
c12ooh5-7	0.201	7.06e-10	0.0012671701556085
c12ooh2-6	0.201	7.06e-10	0.0012671701556085
c12ooh6-2d	0.201	7.12e-10	0.00119935714457051
c12ooh7-2h	0.201	7.12e-10	0.00119935714457051
c12ooh1-2d	0.201	7.12e-10	0.00119935714457051
c11ket1-5-2	0.202	6.68e-10	0.00145747099632717
c11ket4-5	0.202	6.8e-10	0.0013259082471493
c11ket3-7	0.202	6.8e-10	0.0013259082471493
c11ket4-6	0.202	6.8e-10	0.0013259082471493
c12h25ooh-3-2	0.202	7.12e-10	0.00119935714457051
c11ket5-8	0.202	6.8e-10	0.0013259082471493
c11ket7-9-2	0.202	6.68e-10	0.00145747099632717
c11ket7-8-2	0.202	6.68e-10	0.00145747099632717
c11ket6-5-2	0.202	6.68e-10	0.00145747099632717
c11ket9-7-2	0.202	6.68e-10	0.00145747099632717
c12h25o2h-1	0.202	7.06e-10	0.0012671701556085
c11ket5-4-2	0.202	6.68e-10	0.00145747099632717
c11ket5-9-2	0.202	6.68e-10	0.00145747099632717
c12h25ooh-7-2	0.202	7.12e-10	0.00119935714457051
c10ooh1-5o2	0.205	6.69e-10	0.00141860069227714
c10ooh4-5o2	0.205	6.69e-10	0.00141860069227714
c10ooh5-oo4-2	0.205	6.4e-10	0.00153176888671037
c10ooh4-8o2	0.205	6.69e-10	0.00141860069227714
c10ooh3-5o2	0.205	6.69e-10	0.00141860069227714
c10ooh7-oo8-2	0.205	6.4e-10	0.00153176888671037
c10ooh5-9o2	0.205	6.69e-10	0.00141860069227714
c10ooh5-oo1-2	0.205	6.4e-10	0.00153176888671037
c10ooh9-oo7-2	0.205	6.4e-10	0.00153176888671037
c10ooh4-6o2	0.205	6.69e-10	0.00141860069227714
c10ooh5-oo2-2	0.205	6.4e-10	0.00153176888671037
c15h30-12-2	0.21	7.46e-10	0.00102285047971688
c15h30-4-2	0.21	7.46e-10	0.00102285047971688
nc12h25chco	0.21	7.46e-10	0.00102285047971688
c15h31-8	0.211	7.58e-10	0.00110513112380784
c15h31-2h	0.211	7.46e-10	0.00102285047971688
nc12h25coch2	0.211	7.46e-10	0.00102285047971688
nc10h21coc3h6p	0.211	7.46e-10	0.00102285047971688
c14h28o2-5-2	0.212	7.36e-10	0.00107580093379521
c14h28o3-5-2	0.212	7.36e-10	0.00107580093379521
c14h28o6-10-2	0.212	7.36e-10	0.00107580093379521
c14h28o11-12-2	0.212	7.36e-10	0.00107580093379521
c14h28o1-4-2	0.212	7.36e-10	0.00107580093379521
c14o2-3	0.212	7.48e-10	0.00116661611330176
c14h28o12-13-2	0.212	7.36e-10	0.00107580093379521
c14h28o10-13-2	0.212	7.36e-10	0.00107580093379521
c14h28o6-7-2	0.212	7.36e-10	0.00107580093379521
c14h29o-10-2	0.213	7.36e-10	0.00107580093379521
c14h29o-6-2	0.213	7.36e-10	0.00107580093379521
c13ooh2-3	0.215	7.27e-10	0.00120989207762668
c13h27o2-7	0.215	7.27e-10	0.00120989207762668
c13h27oo-10-2	0.215	7.24e-10	0.00113428840416964
c13ooh4-3	0.215	7.27e-10	0.00120989207762668
c13ooh6-2h	0.215	7.24e-10	0.00113428840416964
c13ooh5-2h	0.215	7.24e-10	0.00113428840416964
c13ooh4-2h	0.215	7.24e-10	0.00113428840416964
c13ooh7-2k	0.215	7.24e-10	0.00113428840416964
c13ooh5-7	0.215	7.27e-10	0.00120989207762668
c13ooh6-2g	0.215	7.24e-10	0.00113428840416964
c13ooh7-5	0.215	7.27e-10	0.00120989207762668
c13ooh10-2i	0.215	7.24e-10	0.00113428840416964
c13ooh2-5	0.215	7.27e-10	0.00120989207762668
c13ooh2-1	0.215	7.27e-10	0.00120989207762668
c13ooh9-2g	0.215	7.24e-10	0.00113428840416964
c13ooh3-2d	0.215	7.24e-10	0.00113428840416964
c13ooh4-2g	0.215	7.24e-10	0.00113428840416964
c13h27o2h-1	0.216	7.27e-10	0.00120989207762668
c13h27o2h-3	0.216	7.27e-10	0.00120989207762668
c13h27o2h-2	0.216	7.27e-10	0.00120989207762668
c12ket9-10-2	0.216	7.12e-10	0.00119935714457051
c12ket3-1-2	0.216	7.12e-10	0.00119935714457051
c12ket5-8	0.216	7.06e-10	0.0012671701556085
c12ket5-2	0.216	7.06e-10	0.0012671701556085
c12ket3-7-2	0.216	7.12e-10	0.00119935714457051
c12ket5-8-2	0.216	7.12e-10	0.00119935714457051
c12ket5-9-2	0.216	7.12e-10	0.00119935714457051
c12ket6-7	0.216	7.06e-10	0.0012671701556085
c12ket4-5	0.216	7.06e-10	0.0012671701556085
c12ket6-3-2	0.216	7.12e-10	0.00119935714457051
c12ket8-7-2	0.216	7.12e-10	0.00119935714457051
c12ket5-6-2	0.216	7.12e-10	0.00119935714457051
c12ket10-7-2	0.216	7.12e-10	0.00119935714457051
c11ooh3-5o2	0.219	6.8e-10	0.0013259082471493
c11ooh3-7o2	0.219	6.8e-10	0.0013259082471493
c11ooh7-oo4-2	0.219	6.68e-10	0.00145747099632717
c11ooh6oo10-2	0.219	6.68e-10	0.00145747099632717
c11ooh6-oo2-2	0.219	6.68e-10	0.00145747099632717
c11ooh5-1o2	0.219	6.8e-10	0.0013259082471493
c11ooh1-oo5-2	0.219	6.68e-10	0.00145747099632717
c11ooh7-oo3-2	0.219	6.68e-10	0.00145747099632717
c11ooh3-6o2	0.219	6.8e-10	0.0013259082471493
c11ooh5-3o2	0.219	6.8e-10	0.0013259082471493
c11ooh6-oo8-2	0.219	6.68e-10	0.00145747099632717
c16h31	0.223	7.7e-10	0.00105958019432701
c16h32-9-2	0.224	7.56e-10	0.000974611373714731
c16h32-14-2	0.224	7.56e-10	0.000974611373714731
c16h32-4	0.224	7.7e-10	0.00105958019432701
c11coc3h6p	0.225	6.8e-10	0.0013259082471493
c16h33-2c	0.225	7.56e-10	0.000974611373714731
c16h33-1	0.225	7.73e-10	0.00106505346568398
c16h33-5	0.225	7.73e-10	0.00106505346568398
c15h30o9-12-2	0.226	7.46e-10	0.00102285047971688
c15h30o1-3-2	0.226	7.46e-10	0.00102285047971688
c15h30o7-10-2	0.226	7.46e-10	0.00102285047971688
c15o6-7	0.226	7.58e-10	0.00110513112380784
c15h30o5-7-2	0.226	7.46e-10	0.00102285047971688
c15o6-10	0.226	7.58e-10	0.00110513112380784
ic14h29cho	0.226	7.46e-10	0.00102285047971688
c15o2-4	0.226	7.58e-10	0.00110513112380784
c15o1-4	0.226	7.58e-10	0.00110513112380784
nc16h34	0.226	7.73e-10	0.00106505346568398
c15h31o-8-2	0.227	7.46e-10	0.00102285047971688
c15h31o-7	0.227	7.58e-10	0.00110513112380784
c14ooh7-2f	0.229	7.36e-10	0.00107580093379521
c14ooh6-2d	0.229	7.36e-10	0.00107580093379521
c14ooh11-2j	0.229	7.36e-10	0.00107580093379521
c14ooh4-7	0.229	7.48e-10	0.00116661611330176
c14ooh7-2e	0.229	7.36e-10	0.00107580093379521
c14ooh5-2g	0.229	7.36e-10	0.00107580093379521
c14ooh13-2l	0.229	7.36e-10	0.00107580093379521
c14ooh8-2j	0.229	7.36e-10	0.00107580093379521
c14ooh10-2l	0.229	7.36e-10	0.00107580093379521
c14ooh11-2g	0.229	7.36e-10	0.00107580093379521
c14ooh6-2h	0.229	7.36e-10	0.00107580093379521
c14ooh7-6	0.229	7.48e-10	0.00116661611330176
c14ooh4-2f	0.229	7.36e-10	0.00107580093379521
c14ooh2-2d	0.229	7.36e-10	0.00107580093379521
c14ooh6-7	0.229	7.48e-10	0.00116661611330176
c14ooh7-2c	0.229	7.36e-10	0.00107580093379521
c14ooh10-2m	0.229	7.36e-10	0.00107580093379521
c14ooh7-11	0.229	7.48e-10	0.00116661611330176
c14ooh4-2c	0.229	7.36e-10	0.00107580093379521
c13ket11-12-2	0.23	7.24e-10	0.00113428840416964
c13ket2-4	0.23	7.27e-10	0.00120989207762668
c13ket9-5-2	0.23	7.24e-10	0.00113428840416964
c13ket4-3-2	0.23	7.24e-10	0.00113428840416964
c13ket7-4	0.23	7.27e-10	0.00120989207762668
c13ket2-3	0.23	7.27e-10	0.00120989207762668
c13ket10-7-2	0.23	7.24e-10	0.00113428840416964
c13ket4-7-2	0.23	7.24e-10	0.00113428840416964
c13ket9-12-2	0.23	7.24e-10	0.00113428840416964
c13ket5-4	0.23	7.27e-10	0.00120989207762668
c13ket6-8-2	0.23	7.24e-10	0.00113428840416964
c13ket3-7-2	0.23	7.24e-10	0.00113428840416964
c13ket7-11-2	0.23	7.24e-10	0.00113428840416964
c13ket5-8	0.23	7.27e-10	0.00120989207762668
c14ooh6-2	0.23	7.48e-10	0.00116661611330176
c14h29ooh-7-2	0.23	7.36e-10	0.00107580093379521
c14h29o2h-7	0.23	7.48e-10	0.00116661611330176
c12ooh11oo10-2	0.233	7.12e-10	0.00119935714457051
c12ooh6-oo5-2	0.233	7.12e-10	0.00119935714457051
c12ooh8-oo5-2	0.233	7.12e-10	0.00119935714457051
c12ooh9-oo8-2	0.233	7.12e-10	0.00119935714457051
c12ooh1-oo5-2	0.233	7.12e-10	0.00119935714457051
c12ooh4-oo8-2	0.233	7.12e-10	0.00119935714457051
c12ooh5-oo2-2	0.233	7.12e-10	0.00119935714457051
c12ooh3-5o2	0.233	7.06e-10	0.0012671701556085
c12ooh6-oo9-2	0.233	7.12e-10	0.00119935714457051
c12ooh2-6o2	0.233	7.06e-10	0.0012671701556085
c12ooh6-oo3-2	0.233	7.12e-10	0.00119935714457051
c12ooh5-4o2	0.233	7.06e-10	0.0012671701556085
c12ooh5-8o2	0.233	7.06e-10	0.0012671701556085
c17h33-1-2	0.237	7.65e-10	0.00093042297028229
c17h34-10-2	0.238	7.65e-10	0.00093042297028229
c17h34-2	0.238	7.7e-10	0.00100332099248513
nc14h29coch2	0.239	7.64e-10	0.00093042297028229
c17h35-2g	0.239	7.65e-10	0.00093042297028229
c17h35-2j	0.239	7.65e-10	0.00093042297028229
c16h32o1-5-2	0.24	7.56e-10	0.000974611373714731
c16h32o9-11-2	0.24	7.56e-10	0.000974611373714731
c16o6-7	0.24	7.73e-10	0.00106505346568398
nc15h31cho	0.24	7.73e-10	0.00106505346568398
c16h32o5-8-2	0.24	7.56e-10	0.000974611373714731
c16h32o5-9-2	0.24	7.56e-10	0.000974611373714731
c16h32o12-13-2	0.24	7.56e-10	0.000974611373714731
c16o6-8	0.24	7.73e-10	0.00106505346568398
c16o7-8	0.24	7.73e-10	0.00106505346568398
